,question_text,topics,answer_text,q_token_count,a_token_count,tf_type,tf_type_zero_shot,tf_score
1331,at a friends house we had some drinks and watched some television he got up and went to bed i felt sick he came out to see if i was okay and i said no i said i wanted to go home and he told me to come lay down as i laid down on the bed he started touching me a friend called me then i able to leave,trauma,i am so sorry that this happened to you and am so glad that you were able to get away  your body is yours and yours alone  i would highly recommend that you find a therapist who specializes in treating trauma in order to help you to heal from your ordeal,1,1,T,F,0.8963570594787598
3630,weve been in a long distance relationship for two and a half years i recently saw his phone and saw the people he texts the most and one of them was a  female coworker i dont know how to approach this situation how do i ask him about it,relationships,if youd like to ask a question then go ahead and askboyfriendgirlfriend is a close relationship and it is usually understood as an exclusive relationship  youre definitely entitled to know if your wishes to not have him texting another woman are being respectedoften people are afraid to ask because they fear the truth will hurt themin the short term this is definitely truein the long term knowing you are getting what you want and at the very least stating your expectations to your boyfriend will clarify for him what is meaningful in your relationship,1,1,T,T,0.7315515279769897
1388,everything just makes me upset,angermanagement,anger often comes with a lot of other emotions consider what else you may be feeling at the same time and keep track of your different mood changes you may be able to notice patterns such as being more frustrated when you dont sleep well if you do feel as though you are mad all the time can you think of any exceptions so you can see what is different in those times,1,1,T,F,0.6307421922683716
2599,what are the basic skills a good counselor needs to have,counselingfundamentals,some basic skills are empathy you should feel heard and understood the therapist should keep the focus on you since counseling is about you and the issues your facing that being said if you feel like they are sharing too much its going okay to say this they should also be able to identify some coping skills to help you manage the symptoms your experiencing,1,1,T,F,0.97283536195755
1560,hes lied about his pastpresent situations since time has passed he has changed but i still have my doubts i have no idea if i should stay or go but i hate this feeling i dont trust him all too much but yet he hasnt done anything for me not to trust him recently,intimacy,your doubts about your dating partner need to be addressed and solved so you can fully believe him againotherwise how would you actually know whether hes lying to you now or notstart the conversation with him about wanting to trust him and asking for whatever details you feel will give you confidence he is telling you the truthif he really wants to clear your doubts then he will be willing to invest in answering your extra questions or wanting to look through his phone or whatever areas you felt were violated by him in the past,1,1,T,T,0.6758895516395569
1623,how can i know if im just being paranoid,intimacy,hi texasoh thats a powerful idea isnt it it burrows into your head lets figure this out first has your partner given you any concrete reason not to trust them have they cheated before if not then they deserve the benefit of the doubt until there is evidence if its a yes then its natural that these fears would be triggered and you can simply let your partner know what triggers the fear and what you need when you refuse to let me see your phone i worry that youre hiding something i need openness if they havent cheated on you in the past there are three possible scenarios here i invite you to take a moment and write down what the evidence is that cheating is going on what is the specific thing thats triggering your fears when you have your data recorded read onthe first scenario is that you have been personally hurt in the past by someone else and youve developed fears that you will be hurt again or that youre not enough to keep someone interested this is just fearpeople cheat for their own reasons not because were not interesting this may be true if what you wrote down is they didnt really do anything wrongthere is no evidence im just scared and suspicious thats a cue to do some self reflection and calm yourself with thoughts like nothing has really happened i can trustif what you wrote down was vague evidence like for example your partner has been distant or irritable or youre having less sex than usual you can try to approach the situation without making assumptions trust your gut but your gut isnt seeing evidence of cheatingits evidence of something ask your partner whats up with accusations or assumptionsthe third possibility is that there is some clear evidence that they are cheating maybe there are texts on a phone or someone has told you something they saw id say when there is some evidence its okay to present this to your partner and ask whats going on if this happens repeatedly and your gut is screaming and there are only excuses or explanations that dont make sense then its okay to do a bit of research and be extra aware of whats going on around you i hope that helps,1,1,T,F,0.6536074876785278
2238,i think i have depression anxiety bipolar disorder and i have anger issues i told my mom over and over again she told me she would get me a therapist but she never did i just found out that my mom cant afford a therapist for me,legalregulatory,it can be difficult to get counseling if you dont feel supported by family members  there might be a few options  if you are in school id recommend talking to a school counselor or school nurse  they often will be able to help you access free or affordable counseling resources in your community  in addition depending on where you live its also often possible to call  for referrals to free or low cost counseling services in your areaid encourage you not to give up you are on the right track,1,1,T,F,0.628728449344635
2713,im in a relationship with my fiancé and i currently found out that shes been cheating on me with a coworker i was very upset none the less i understand what she did was wrong but i want to spend the rest of my life with her so im willing to forgive and move on we have been together for a little over  years and we have a son at the beginning of our relationship i was unfaithful and she caught me cheating she forgave me for what ive done to her and since then i been completely faithful im worried about our relationship and want to move forward  but its been very unsettling all i can think about is her with another man i dont know what to do or where to go for advice,relationships,my first question for you would be to see if youve talked with her about it yet you mentioned you found outand i know this can be so painful it can also be frightening to bring up the experience when it hurts a lot when you feel so unsettled as you mention but you can look at this as a vital and important piece of information about whats happening in your relationship and an invitation to get really honest and genuine with each other you have a long history being together  years and a son so you are very bonded no matter what changes happen in your relationship it may be incredibly helpful to find a counselor you can both go talk with having a third party who is neutral and cares about your process and hers can be such a relief when you need to discuss things you feel scared about even just a few sessions can make a huge difference if this doesnt feel possible for you right nowask your fiancee for time to set aside for a meaningful hearttoheart talk say youd like to set it up on the calendar and make sure you have a babysitter for your son set aside at least  hours let her know that youd like to hear her honest truth about whats going on and share with her your truth as well its not a time for criticizing or condemning and i dont sense that is your intention at allyou have a great deal of love for her speaking honestly and listening openly is an amazing gift both for yourself and for your partner you can do it,1,1,T,F,0.8491042256355286
1694,im a female in my mid s lately i tend to over drink and ive become a very angry drunk    in the past i have even cheated on my boyfriend while i was under the influence of alcohol    but now even if i dont do anything wrong and dont embarrass myself i still feel really guilty after a night of drinking i dont understand why im feeling this way does this mean i have a problem,substanceabuse,maybe this will help you understand  first it depends on many chemical factors  when you drink alcohol overindulge so to speak  you are flooding the pre frontal cortex of your brain  this controls communication and cognitive behavior  there were studies on this and many times if you notice those intoxicated get loud respond to loudness  also certain types of alcohol can have sides effects  instead of brown liquor try white liquor  experiment safely to find if you maybe having side effects causing overindulgence which we dont want to lead to alcoholism   set an intention before experimenting that you will not feel angry or guilty seek talk therapy which will help decrease the cravings or desire to,1,1,T,F,0.6311793327331543
691,im just an extremely paranoid person i constantly feel as though i am in some sort of danger like as though i live in a horror movie with no resolution it worsens at night it gets to the point im scared in my own home more so than anything i have no access to the help i need so im desperate,anxiety,that really sucks and im sorry thats happening to youim curious what kind of paranoia you are experiencinglike someone will hurt you  that something bad in general will happen  sometimes intrusive thoughts like paranoid thoughts are just thoughts  they dont mean you are actually in danger or that something bad will happen so pay attention to the meaning you apply to those thoughts  if youve been through something traumatic such as rape domestic violence or any situation like that it could provoke paranoia bigtime  your brain feels as if it has to be hypervigilant meaning it has to be extra attuned to everything around you to keep you safe  thats exhausting  if its worse at night that probably means you arent getting much sleepalso exhausting and contributes to heightened paranoia so it becomes a pretty vicious cycleits not shocking that its worse at night because night is generally a scarier time and sleeping is physically when we are in our most vulnerable state  it can help to take a look at how much of that paranoia is actually helping you to protect yourself vs how much is additional stress  a way to figure that out is to ask the question what behaviors are necessary to keep you safe  so if you lock your doors lock the windows shut the curtains have an escape plan if neededim not sure what your situation is is that the most you can do  beyond that are you performing other behaviors that may not be keeping you safe but exist to cope with the paranoia  for example if you are checking over and over to make sure the doors and windows are locked those behaviors are more like compulsionsrituals that help you feel safe by reducing anxiety even though they use a ton of energy to perform  response prevention can be helpful herethis method involves avoiding your usual response so that you can sit with the anxiety rather than escaping it through the behaviors  lets say your anxiety rises and you feel the need to check the door lock  you check the lock its for sure locked and your anxiety is reduced  at the same time the behavior of checking the lock is reinforced by feeling better so your brain decides if you want to feel better you need to check the lock  it becomes an exhausting habit that only temporarily makes you feel safe  however if you feel a bout of anxiety and sit through it without checking the lock your anxiety will go back down and your brain learns that you dont need to perform that behavior over and over  im so sad to hear you dont have access to help  there may be some counselors right now offering reducedrate or probono free sessions via telehealth due to covid so if you search around on google for your specific state you may find someone that can help you from your home  counselors usually reserve space on their schedules for people that cannot afford therapy or need a lesser rateyou are always welcome to come back to this forum and ask additional questions,1,1,T,F,0.791515588760376
2073,i have been seeing this guy for a little over a year back in august he asked for us to step back for now since then he has still been in contact with me every day we spent some time together over the holidays but then i was gone for new years with family i came to find out that he put himself on a dating site when i found out i asked him about it and he responded with this my apologies if i got my signals crossed or if i wasnt honest with you you have helped me tons this past year and i am glad you are in my life i didnt realize you were still interested in dating again my apologies also is it better to say that i want him in my life or that i want him as part of my life,relationships,it sounds like there is a bit of confusion regarding how you two feel about each other do you know what type of relationship you want with him a friendship only casual dating or an exclusive relationship i would encourage you to first figure that out and then communicate to him how you are feeling ask him to be honest with you about how he feels and what he wants from your relationship as well be mentally prepared for a variety of responses from him so that there are no major surprises by clearing the air and learning what your own and each others desires are you can then move forward with a plan without that clarification there will likely be false assumptions unanswered questions and confusion,1,1,T,F,0.6257166862487793
3531,"on the first day of school i wore a bra that was too big so that it would look like i had bigger boobs  i did that the whole school year and my parents never found out but now i can never hang out with my friends at my house or invite them over because it would be around my parents and my friends would see there is nothing there on my chest 

how do i fix this",selfesteemsocial relationships,i get how you feel you wish your body looked different and youre embarrassed that you tried to make it look different and people may notice you dont say how old you are its likely that if you are young your body will change as you mature but in general were given the bodies were given and im glad to see that there may be a desire in you to accept your body the way it is you seem to want to stop disguising it bodies come in all shapes and sizes and every woman knows how it feels to struggle with accepting what hers looks like many men go through this as well although women are more often targeted with cultural messages about how were supposed to look young people often believe that others are noticing and judging them in fact other people are far more preoccupied with who might be judging them than whatevers going on with you i suggest you wear whatever bra you want to wear and if someone is rude enough to comment on it you can ignore them and talk about the weather or the latest pop song that you love and theyll get the hint but my bet is they wont even notice ,1,1,T,F,0.735742449760437
1525,with college over my boyfriend and i have such different work schedules since i cant see him often i want to talk more on the phone he plays video games while talking to players so often i feel ignored i find myself always telling him what to do in relation to me things he should know,intimacy,directly tell him what you write hereeither he is losing interest in you or he is simply caught up in short fun w his friends and video gamesa conversation on this subject will give you more clarity on your question,1,1,T,F,0.7197755575180054
2299,because we are on opposite coasts we try to talk early mornings but she is constantly interrupted by visitors i suggested setting aside some time but she has made it very clear she has no intention of changing her lifestyle she is also drinking beer every day on antipsychotics,socialrelationships,the answer depends on how satisfied and happy you feel in being part of this friendshipfrom what you write there arent any statements as to what gives you happiness about being a friend to this personsince you already made a request of your friend and she isnt following through you could ask if she is willing to work with your suggested planthe friendship may take a new format depending on your friends responseits possible to be in contact more spontaneously when either of you feel like contacting the otherwhat matters most is your own dissatisfaction with the current relationship statuseven if you change to a birthday and holiday only conversation or some other style of interacting at least it will be the result of the effort from each person not just one who is you designing arrangements which only you are willing to keep,1,1,T,F,0.6802314519882202
2307,i would like to be able to have more positive relationships in the present,socialrelationships,"staying present is an attitude most of us aspire
to and most of us have to work at itcertainly at first im here to tell you
that living in the now or being mindful is a skill anyone can learn unfortunately
the only way to do it is to do it what a paradox but there are plenty of
other skills that we are not born with walking on stilts riding a bike
swimming and driving a car are good examples you cant learn them by reading about
themhaving said that i can recommend two books on
the subject eckhart tolles the power of
now and david richos when the past
is present richo asks that we dont beat ourselves up about dwelling on
past events this is natures way of reminding us that we have unfinished
business but while we are attended to the wounds and confusion that litter our earlier lives we can prepare to inhabit the expanded present that awaits ushe offers three helpful steps to making any important life
changestep one hold in awareness the behavior
belief attitude or characteristic you want to change in yourself and how you
want to be different awareness is the opposite of distraction and stuffingstep two live as if you have
already made the change this is hard and takes courage but you can do it
ride that bikeeven if for a foot or twostep three be persistent
practice practice practicejust as twoyearolds are able to walk
confidently after hundreds of hours of practice youll be able to stay in the
here and now as long as you want after trying and failing many many times",1,1,T,F,0.6607905030250549
1848,im applying to private high schools im playing basketball on my school team currently and i love it i also play on a team that ive hated since the beginning and i finally want to quit before the season gets started however my parents say i can play on either both teams or neither i think its unfair because its up to me if i want to play for a certain team i was planning on playing basketball for the high school i get into but if that means continuing to play for the team i hate then i wouldnt want to play in high school now i dont know what to do my parents are threatening to send me off to a different home if i dont play i just want to run away,familyconflict,the situation in your family seems to place unnecessary pressure on youare you and your parents able to talk together about their reason for their standardare your parents willing to listen to your reasons to not play on the team you hateif yes then maybe some type of compromise is possible for all of you to negotiateif none of the above is possible then you may want to get specific and direct advice from a professional such as the school guidance counselor or psychologist whom youd trust and feel safe in talkingi hope you and your parents will find an answer that all of you are happy to accept,1,1,T,T,0.5398557782173157
768,when i go to school i feel like everyone is judging me even my friends i get overwhelmed which these thoughts and sometimes cannot get out of what i call a deep hole of thoughts i barely go to any of our school dances because of all of the people not even when i am completely alone do these thoughts go away i still feel like people can see me and are judging me,anxiety,it sounds like a couple of things are going on here you are noticing yourself feeling judged by the people around you and that you are avoiding social activities and in addition to this you have intrusive thoughts that you are being judged even when alone it sounds like these thoughts are pretty distressing and you are wondering what is happening to you many people who come to therapy experience intrusive and distressing thoughts of various kinds which often influence their behavior in ways that they may not like such as leading them to isolate in therapy you may be able to gain insight into the nature of your distress as well as learn ways to cope and eventually alleviate this distress so that you can have satisfaction and security in your life and relationships,1,1,T,F,0.670983076095581
662,its especially bad at night time i am scared of sleeping alone,anxiety,night is hard for a lot of people so you are definitely not alone here  has anything scary ever happened to you at night  answering that question may give you the why of where thats coming from  if you havent had a bad experience at night it may just be the time when you have nothing to do which allows more intense thoughts and feelings to surface  heres a couple things to tryone thing you could do is sit down a couple hours before you go to bed and journal if you can  try to reduce any distractions and just go for it  the purpose of this is to slow down well before you go to bed expressing some of the anxiety from the day  also take note of the things you can tackle that day vs what can wait until later  this gives your brain a chance to sort through some of the planning type of anxiety that commonly comes up when you are trying to sleepanother thing you can do is make a list of the things you have control over  anxiety is really good at putting everything you feel out of control of on a giant metaphorical projection screen  try projecting some of the things you have control over instead  for exampleyou have total control over breathing patterns what you choose to wear the next day what you pay attention to if you go for a walk etc  you also have control over how you personalize that list to what matters to you  mindfulness is a great way to focus on how you control your breath and also how letting go of breathing doesnt stop your body from doing what its always doing to keep you alive  any google search will bring up lots of information on thissomething to remember is that experiencing anxiety is ok  it doesnt mean something is necessarily wrong  anxiety is sometimes just a feeling that comes up without much of a cause  if you cant identify that cause its probably because of a little misinterpretation in the brain  mindfulness can definitely help with that,1,1,T,F,0.810234785079956
2650,"my dad refuses to acknowledge my anxieties about going to parties dinners etc whenever i have an opinion it gets shut down my mom and everyone else behaves likewise for my father who heads a company this is normal he has to be right all the time he blatantly refuses to even try to see it from my angle 

recently however its been getting to the point where i feel pressured and unable to speak my mind it isnt possible for me to get professional oneonone help he tells me to grow a pair and get over it i recently have been developing more severe body image and selfconfidence issues which i have had all my life i feel invalidated by my dad  i have been more paranoid lately as well i cant turn on location services anymore on my phone because of a past incident he makes me feel guilty about it  i feel rather worthless more often than not unfortunately  what do i do",family conflictselfesteemparentinganxiety,im sorry to hear that you are unable to get through to your parents it sounds like you are experiencing a great deal of anxiety that needs to be addressed by a professional despite the fact that you are unable to at the moment i would recommend talking with another adult such as a  school counselor that can offer you support in this area perhaps they can work with you on your anxiety issues and schedule a meeting with your parents so that heshe may help mediate the conversation with themif you are unable to reach out to a school counselor maybe you can try a member of the family such as an aunt or an uncle that feels comfortable addressing the issue with your parents sometimes it helps hearing it from a third party before the situations is taken seriously enoughgood luck,1,1,T,F,0.7951959371566772
982,what makes my step child an  year old boy choke my daughter a  year old girl this has been going on for  years the boy tells my daughter not to tell on him he knows its wrong we have did time out spanking taking away toys and sitting on the wall i am afraid for my daughters safety,parenting,i can see why you are alarmed that is a scary situation for a parent do you know if the child has been evaluated by a mental health professional early treatment is often the key a professional will be able to help the child learn how to control their anger and mend the troublesome actions into more appropriate responses have you addressed your concerns with the childs other parent there could be contributing factors in his life that could be causing these issues exposure to violence sexualphysical abuse drug use stressful events in his life etc it is important that these factors are identified so that they can either be eliminated andor reduced i wouldnt hesitate to have him evaluated if he hasnt been already and to ensure that he is getting the help that he needs whether it be medication andor therapy until then i would make sure that he is always supervised under an adults care,1,1,T,T,0.5901259183883667
420,they dont go away and i feel like im going crazy does that ever stop can it be a symptom of medication,depression,since you realize that hearing voices in your head is not usual for you then definitely there is a problematic situation happening within your awareness of who you areif you recently started taking a new drug or increased dosage of one you already were taking and the voices started shortly after then yes it is possible medication created your problemstart by telling whoever gave you the presecription about the problem youre havingcrazy has some flexibility as to whether someone is this way or notcertainly a very positive sign that youre not crazy is that youre selfaware of a problem within yourself and youre responsible toward yourself and making effort to address this problemcrazy people usually dont do responsible behaviors,1,1,T,T,0.8784664869308472
1640,i just got married with my husband i have four kids of my own and he accepts me with my kids i am thankful he loves my kids even though theyre not his now we are having problems in our relationship because of my past i know all marriages have problems but sometimes i feel its not going to work out if theres no trust its hard for me to let go because i love him but i am getting tired,intimacy,hi louisianayou say that the problems are with your past but my hunch is the problems are about his insecurity and his personal barriers to trust unless youve recently revealed details of a sordid past you dont mention ever having hurt the trust in the relationshiptrust is the first stage in a relationship moving forward before they develop trust is a common mistake couples make and now you two have involved children in a relationship thats missing a crucial element but you didnt see this coming did you thats because only as we become emotionally intimate do our deeper fears and insecurities come to the surface i give you credit for wanting it to work and i believe you would benefit from the support of a therapist in working through the kinks related to trust good luck,1,1,T,F,0.7209116816520691
342,i have been dealing with depression and anxiety for a number of years i have been on medication but lately my depression has felt worse can counseling help,depression,thank you for asking this important question i find that there are three steps to getting ready for treatment step one is expressing interest in wanting to receiving treatment for the outcome of positive behavioral change congratulations you did the first step you are showing your readiness to start counseling by asking this question now the second step is to find a counselor who specializes in treating clients with anxiety and depression the therapeutic orientations i have found to be helpful in treating clients with  anxiety and depression are a combination of cognitive behavioral therapy with mindfulness and solution focused brief therapy receiving meditation for your symptoms if part of the treatment and the other part is receiving counseling to increase your resilience for future events research has found that medication and psychotherapy treatments together shows the most effective outcome for depression  the third step is to increase your positive selftalk to motivate yourself to attend treatment as counselors we are aware of the anxieties and fears that are associated with talking to a new professional for the first time however remind yourself that you are doing this to improve your well being i hope this was helpful and good luck with your treatment journey,1,1,T,F,0.6390775442123413
436,"i am in high school and have been facing anxiety issues lately whenever i get close to being in a relationship some kind of anxiety takes over and keeps me from the relationship this anxiety causes me depression at times and even makes me want to vomit while a semirelationship should be joyous for me its an emotional nightmare i cant get to the bottom of ive had this before and had to leave the semirelationship to avoid throwing up every time i made contact with my crush what could be the reason behind this is it massive nerve problems is it a fear of a bad relationship
   while im not quite ready to be in one anyway i want to get to the bottom of this for a brighter future in which i can be in one i dont take medications and have no desire to i have read forums and ive talked about the issue with my sister who has faced similar problems",depression,hi helenai felt a bit sad when i read this this is a new term for me semirelationship what does it mean i know that todays culture for young people is more of a hookup culture than a dating one maybe that means that you develop connections to people but you keep yourself from hoping for a full relationship because no one is doing that anymore that makes me feel sad i hear a lot of young women im not sure youre female but thats my guess say that they struggle with hookups because they cant let themselves hope for a phone call after a hookup research tells us that after a hookup college age women tend to feel used and unworthy and men tend to feel guilty i think this scenario works better for men than women but many of both genders are left unsatisfied in the endthis is only one possible explanation for your anxietythat your gut knows that it wants to feel fully coupled with someone but you struggle with whether its okay to want or expect thatmaybe take a moment and listen to anxiety anxiety tends to try to convince us that somethings wrong with us or something bads going to happen anxiety sometimes prefers to stay vague its more difficult to refute it then but you can try to clarify its whisperings by asking yourself these questions what am i afraid of what is the worst thing that might happen here then what might happen and what would be the worst part of that keep going until you find the very worst thing that might happen might someone not want youmight you feel rejectedor feel not good enoughyou might get hurtthen when you find that core fear you can look at your life and i bet youd find a place where that idea or fear originated a big moment or many smaller ones when you actually did feel or get rejected or abandoned or hurt in the end its a feeling youre trying to avoid not life or relationship and anxiety is trying to help you avoid it by making you overcautious but this doesnt work for you good with the help of a qualified therapist you can learn to talk back to anxiety and move forward in life and love with calm confidence,1,1,T,F,0.6328241229057312
1593,my girlfriend remains friends with ex boyfriendslovers on facebook who actively like and comment on posts it causes me to get jealous because im afraid they might reconnect somehow ive attempted to talk to her about it but she avoids it and doesnt seem to worry about how i feel about it,intimacy,talking about it would probably be helpful if youre both in a place where you can decide when is best to talk about something that is important it may also be helpful to ask if you could talk for two or three minutes to make a point and then have space for her to talk for the same amount of time you can adjust the timing for what works for both of you after one of you is talking perhaps you could restate what you have heard the person say this can lessen confusioni know you say that she avoids it it might be a good place to start talking about it  to see what makes her avoid it it could be that she thinks any discussion about them is going to lead to an argument or you saying that she cant talk to them i dont know how you typically react when you are jealous but if you can discuss talking about this in a way that you are both open to hearing what the other person is experiencing that may be helpful as well,1,1,T,F,0.6789360046386719
254,i have bipolar disorder paranoid personality disorder posttraumatic stress disorder anxiety and obsessivecompulsive disorder i last selfharmed a week ago when i am stressed overwhelmed hurt or angry the urge to selfharm is all i can think of i am trying to seek help,depression,glad you are reaching out herethere are two types of selfharm suicidal and nonsuicidal  a lot of people i see and have seen engage in selfharm just to manage emotional dysregulation but not to end their lives  selfinjury actually does a great job at helping us to manage really intense emotional stateseven from a chemical level in the body  when you selfharm its triggers your bodys endorphin production which is a chemical that makes us feel good  im not saying you should do it but i understand why you would choose that option because it is pretty powerfulto answer your question ive never heard of anyone being admitted into inpatient for trying to stop nonsuicidal selfinjuring  even some people ive worked with that are suicidal and selfharming have remained outpatient given we have an extensive safety plan including how to reach out for help and coping skill development  unless you are at high risk of suicide you would most likely be outpatient  i also work from a harm reduction model meaning that if you have to selfharm it might as well be as safe as possible  when people are trying to stop sometimes the pressure gets in the way and they relapse very normal and actually expected  so we prepare for that by discussing measures to take to make sure the method you use is very safe  things here include making sure anything piercing the skin is properly disinfected areas on the body to avoid cutting and selfharm alternatives that still cause pain but are much safer  for example some people hold ice in the palm of their hands or snap rubber bands on their wrists  there are many websites that have safer alternatives as well if you just do a quick google search  have patience with yourself here too  youve found a way to manage a whole lot of emotionsand its worked for youyou did that by yourself  you also want better for yourself and have made the first steps for change and thats really spectacular  itll be similar to quitting any habit so stick in there  and if you find a counselor that fits for you even better  i wish you so much luck,1,1,T,F,0.6620850563049316
372,im depressed i have been for years i hide it from everyone because im scared of the reactions ill get last time i tried telling my parents it was a huge argument about me being too young to be depressed im a legal adult calling me ungrateful and telling me that if i cant handle things now its only going to get worse in the future which is turning out to be true its exhausting pretending to be okay and i dont know how much longer i can try im just really tired and sadly i cant afford the help i need on my own,depression,hi georgia theres a really good lesson here people tell us things and we tend to think thats the truthbut its not ill do some translating for youyoure so ungrateful means i need you to be successful and happy in order for me to feel im a good parentyoure too young to be depressed means i dont want to deal with your mental health issues right now ill pretend its not happening so i dont have to face my fear and shameits only going to get worse just means i dont know how to support you beyond scaring you into wanting to at least fake happiness for my sakeyour parents are being unsupportive not because youre not suffering but because this is all theyre capable of right now they are not where you will find the support you need so keep looking for it in other places its out there if might be an aunt or a friend or a friends aunt it might be a therapist or a bus driver or your family doctor keep looking for someone who will hear you i hope you dont ever give up ,1,1,T,F,0.7123907804489136
1473,i crossdress and like to be feminine but i am attracted to women but yet that seems to bother girls i date or ask out    how can i approach them about it should i hold back and keep it a secret or should i just be upfront about it i wonder if i should stop or if i should continue to do it since it makes me happy what should i do,intimacy,keep doing the crossdressing since you like ityour problem sounds more a matter of timing and reason to tell the girl about itnot keeping a secret is a good attitude regarding meaningful parts of your life  usually our relationship partner is someone whom we trust as a safe person to know all about usonce you feel at ease with your potential partner then bring up your crossdressing  based on their handling of this intimate part of your life you will know more as to whether or not you feel more or less drawn to themsecrets held within a relationship usually get worse with time   the person who feels unsafe in truly being and stating themselves eventually will end up feeling ashamed of parts of them which prior to the relationship felt good or at least not worrisome,1,1,T,T,0.8237908482551575
308,i have terrible anxiety and depression ive tried various therapists and pills but nothings helped,depression,is it possible you simply didnt mix well with the particular therapists with whom youve worked   if this is possible interview a therapist before  starting therapy   then you will be choosing a therapist who feels compatible with your way of seeing yourself and your lifealso therapy isnt for everyoneread about the different healing modalities and see if one of these speaks to your interest in feeling betterwhat matters most is finding among all the legitimate healing methods what you believe will be effective,1,1,T,T,0.6894823908805847
1562,the eight months ive been dating my boyfriend i have lied about a lot of things i slept with a couple guys to get back at my boyfriend for breaking up with me now anything i say to him he wont believe even if im being honest i dont know what else to do at this point he constantly criticizes me,intimacy,start a conversation with him about your sincere interest to earn back his trustask him what he expects from you so that he will trust you againif you are consciously willing and do try to earn back his trust and have periodic conversations with him on whether he feels more at ease with trusting you then after a few months of this both of you should feel more secure in the relationship,1,1,T,T,0.6350061893463135
2040,when i ask him who he is talking to he tells me no one but it sounds like he is holding a conversation with someone i have even accused him of having a secret cell phone i ask so much i feel like i am losing it is he trying to make me question my sanity or is he talking to himself,relationships,a rare topic  likely extremely troublesome for you i would need to have more background information on the two of you before beginning to offer any insight feel free to email mei would also like to add that aside from the reality of whether or not these conversations are actually occurring as your partner he should be just as concerned about something that is disturbing you to this level  partners need each others trust and support no matter who is right or wrong,1,1,T,F,0.5852707028388977
1042,my roommate has had a drinking problem for a while she goes out gets trashed and then expects everyone to take care of her the next morning she apologizes constantly until she feels validated she also thinks everyone hates her all the time if i dont seem anything other than happy she asks me do you hate me you hate me tell me you love me and i feel like i have to pity her because she has also been suicidal before,selfesteem,it does sound like your roommate may have a drinking problem and the short answer is that you cant do anything about it only she can we cant change what other people say think or do we can only change our reactions it does sound like your roommate may be having a hard time you can suggest that she enter counseling or therapy you can reassure her that you like her if thats true but you dont have to pity her,1,1,T,F,0.7993832230567932
2088,my exboyfriend will not stop harassing and stalking me we work together i honestly think he needs help to move on his accusations are angry lies but i think he may believe them to be true,relationships,the specific laws about this will vary from state to state  generally the only way to force someone to get mental health care is if they pose an imminent theft of harm to themself or someone else or if they are unable to care for themself  more importantly is dealing with your safety  most states have laws that make stalking a crime you might want to think about filing a police report and obtaining a restraining order against him  you could also think about contacting a local counselor while you cant force him to get help with moving on from the relationship counseling could help you to deal with what is going on,1,1,T,T,0.6980997920036316
1097,im obsessing about a terrible breakup everything is a constant reminder how do i move on,relationshipdissolution,you cant drive lifes road without sometimes hitting bumps like regrets disappointments and tragedies when you do its easy to get stuck there gazing back into your rearview mirror at the past but god and your higher power wants you to move on toward the future he has planned for you its a future filled with hope  but to get there youve got to turn your focus forward and look through the windshield at the road ahead heres how you can let go of the past to move into the future  realize that you have a choice understand that youre not a victim of your circumstances and that no one but yourself can tie you to the past you can decide whether or not to move on ask god for the courage to choose to break free of whatever is chaining you to the past,1,1,T,F,0.7352333068847656
1637,ive been in a relationship for over a year hes cheated and lied i heard hes married but he says hes not everything is very up and down theres no trust recently he went on a trip and i promised him id behave and not drink because when i drink i drink too much and i tend to make poor choices this time i made a huge mistake i drank too much and i cheated on him i slept with another man for about five minutes before realizing what i was doing is wrong i told him and he just got really rude he called me names and threatened me i feel bad as i do love him we just have so many issues im not a bad person ive just made a lot of bad mistakes its unintentional and i know right from wrong but why do i still make the wrong choice,intimacy,hi calgary canada  let me get this straightyoure in a relationship but he might be married you both cheat and lie and hes abusive the short answer is that there is too much wrong here for this therapist to try and fix it relationships dont heal us and they dont help us grow up we have to be mature and stable enough to love someone before its going to work id recommend you focus on yourself alone for a while you have a lot to sort out i wish you the best,1,1,T,T,0.6244805455207825
